"Style";"String";"ChatGPT";"Llama 2 7B";"NeuroParsCit"
"authoryear";"Beaufils, Philippe (2019). “Bibliometrics. Why talk about that?” In: ORTHOPAEDICS & TRAUMATOLOGY-SURGERY & RESEARCH 105.8, pp. 1423–1424. issn: 1877-0568. doi: 10.1016/j.ostr.2019.10.001.";"@article{beaufils2019bibliometrics,   author    = {Philippe Beaufils},   title     = {Bibliometrics. Why talk about that?},   journal   = {Orthopaedics \& Traumatology-Surgery \& Research},   year      = {2019},   volume    = {105},   number    = {8},   pages     = {1423--1424},   issn      = {1877-0568},   doi       = {10.1016/j.ostr.2019.10.001} }  ";"@Article{Beaufils2019, title={Bibliometrics: Why Talk about That?}, author={Beaufils, Philippe}, journal={Orthopaedics & Trauma Surgery & Research}, volume={105}, issue={8}, pages={1423-1424}, issn={1877-0568}, doi={10.1016/j.ostr.2019.10.001}, }";"Beaufils, AUTHOR Philippe AUTHOR (2019). DATE “Bibliometrics. AUTHOR Why TITLE talk TITLE about TITLE that?” TITLE In: TITLE ORTHOPAEDICS TITLE & TITLE TRAUMATOLOGY-SURGERY TITLE & JOURNAL RESEARCH JOURNAL 105.8, VOLUME pp. PAGES 1423–1424. PAGES issn: NOTES 1877-0568. PAGES doi: NOTES 10.1016/j.ostr.2019.10.001. NOTES"
"authoryear";"Godin, Benoit (2006). “On the origins of bibliometrics”. In: SCIENTOMETRICS 68.1, pp. 109–133. issn: 0138-9130. doi: 10.1007/s11192- 006- 0086- 0.";"@article{godin2006origins,   author    = {Benoit Godin},   title     = {On the origins of bibliometrics},   journal   = {Scientometrics},   year      = {2006},   volume    = {68},   number    = {1},   pages     = {109--133},   issn      = {0138-9130},   doi       = {10.1007/s11192-006-0086-0} }  ";"@Article{Godin2006, title={On the Origins of Bibliometrics}, author={Godin, Benoit}, journal={Scientometrics}, volume={68}, pages={109-133}, issn={0138-9130}, doi={10.1007/s11192-006-0086-0}, }";"Godin, AUTHOR Benoit AUTHOR (2006). DATE “On TITLE the TITLE origins TITLE of TITLE bibliometrics”. TITLE In: TITLE SCIENTOMETRICS JOURNAL 68.1, VOLUME pp. PAGES 109–133. PAGES issn: NOTES 0138-9130. PAGES doi: NOTES 10.1007/s11192- PAGES 006- PAGES 0086- PAGES 0. PAGES"
"authoryear";"Klein, WC and M Bloom (2005). “Bibliometrics: The best available information?” In: SOCIAL WORK IN HEALTH CARE 41.3-4, pp. 117–121. issn: 0098-1389. doi: 10.1300/J010v41n03\_07.";"@article{klein2005bibliometrics,   author    = {WC Klein and M Bloom},   title     = {Bibliometrics: The best available information?},   journal   = {Social Work in Health Care},   year      = {2005},   volume    = {41},   number    = {3-4},   pages     = {117--121},   issn      = {0098-1389},   doi       = {10.1300/J010v41n03_07} }  ";"@Article{Klein2005, title={Bibliometrics: The Best Available Information?}, author={Klein, WC and M Bloom}, journal={Social Work in Health Care}, volume={41}, issue={3-4}, pages={117-121}, issn={0098-1389}, doi={10.1300/J010v41n03_07}, }";"Klein, AUTHOR WC AUTHOR and AUTHOR M AUTHOR Bloom AUTHOR (2005). DATE “Bibliometrics: TITLE The TITLE best TITLE available TITLE information?” TITLE In: TITLE SOCIAL TITLE WORK TITLE IN JOURNAL HEALTH JOURNAL CARE JOURNAL 41.3-4, VOLUME pp. PAGES 117–121. PAGES issn: VOLUME 0098-1389. PAGES doi: PAGES 10.1300/J010v41n03\_07. PAGES"
"authoryear";"BROADUS, RN (1987b). “TOWARD A DEFINITION OF BIBLIOMETRICS”. In: SCIENTOMETRICS 12.5-6, pp. 373–379. issn: 0138-9130. doi: 10.1007/BF02016680.";"@article{broadus1987toward,   author    = {RN Broadus},   title     = {Toward a definition of bibliometrics},   journal   = {Scientometrics},   year      = {1987},   volume    = {12},   number    = {5-6},   pages     = {373--379},   issn      = {0138-9130},   doi       = {10.1007/BF02016680} }  ";"@Article{Broadus1987, title={Toward a Definition of Bibliometrics}, author={BROADUS, RN}, journal={Scientometrics}, volume={12}, pages={373-379}, issn={0138-9130}, doi={10.1007/BF02016680},}";"BROADUS, AUTHOR RN AUTHOR (1987b). DATE “TOWARD TITLE A TITLE DEFINITION TITLE OF TITLE BIBLIOMETRICS”. TITLE In: JOURNAL SCIENTOMETRICS JOURNAL 12.5-6, VOLUME pp. PAGES 373–379. PAGES issn: VOLUME 0138-9130. PAGES doi: NOTES 10.1007/BF02016680. PAGES"
"authoryear";"McCain, KW (1996). “Dictionary of bibliometrics - Diodato,V”. In: JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE 47.9, pp. 716–717. issn: 0002-8231. doi: 10.1002/(SICI)1097-4571(199609)47:9<716::AID-ASI8>3.0.CO;2-V.";"@article{mccain1996dictionary,   author    = {KW McCain},   title     = {Dictionary of bibliometrics - Diodato,V},   journal   = {Journal of the American Society for Information Science},   year      = {1996},   volume    = {47},   number    = {9},   pages     = {716--717},   issn      = {0002-8231},   doi       = {10.1002/(SICI)1097-4571(199609)47:9<716::AID-ASI8>3.0.CO;2-V} }  ";"@article{McCain1996, title={Dictionary of bibliometrics - Diodato, V}, author={McCain, KW}, journal={JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE}, volume={47}, issue={9}, pages={716-717}, issn={0002-8231}, doi={10.1002/(SICI)1097-4571(199609)47:9<716::AID-ASI8>3.0.CO;2-V}, }";"McCain, AUTHOR KW AUTHOR (1996). DATE “Dictionary TITLE of TITLE bibliometrics TITLE - TITLE Diodato,V”. TITLE In: TITLE JOURNAL TITLE OF JOURNAL THE JOURNAL AMERICAN JOURNAL SOCIETY JOURNAL FOR JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL 47.9, VOLUME pp. PAGES 716–717. PAGES issn: NOTES 0002-8231. PAGES doi: NOTE 10.1002/(SICI)1097-4571(199609)47:9<716::AID-ASI8>3.0.CO;2-V. NOTE"
"authoryear";"Pallis, George (2019). “A Look at the Bibliometrics”. In: IEEE INTERNET COMPUTING 23.4, pp. 5–7. issn: 1089-7801. doi: 10.1109/MIC.2019.2931020.";"@article{pallis2019look,   author    = {George Pallis},   title     = {A Look at the Bibliometrics},   journal   = {IEEE Internet Computing},   year      = {2019},   volume    = {23},   number    = {4},   pages     = {5--7},   issn      = {1089-7801},   doi       = {10.1109/MIC.2019.2931020} }  ";"@article{Pallis2019, title={A Look at the Bibliometrics}, author={Pallis, George}, journal={IEEE INTERNET COMPUTING}, volume={23}, issue={4}, pages={5-7}, issn={1089-7801}, doi={10.1109/MIC.2019.2931020}, }";"Pallis, AUTHOR George AUTHOR (2019). DATE “A TITLE Look TITLE at TITLE the TITLE Bibliometrics”. TITLE In: TITLE IEEE JOURNAL INTERNET JOURNAL COMPUTING JOURNAL 23.4, VOLUME pp. PAGES 5–7. PAGES issn: VOLUME 1089-7801. PAGES doi: NOTES 10.1109/MIC.2019.2931020. PAGES"
"authoryear";"Romancini, Richard (2017). “Bibliometrics in (and beyond) research evaluation”. In: EM QUESTAO 23.3, pp. 300–305. issn: 1807-8893. doi: 10.19132/1808- 5245233.300- 305.";"@article{romancini2017bibliometrics,   author    = {Richard Romancini},   title     = {Bibliometrics in (and beyond) research evaluation},   journal   = {Em Questao},   year      = {2017},   volume    = {23},   number    = {3},   pages     = {300--305},   issn      = {1807-8893},   doi       = {10.19132/1808-5245233.300-305} }  ";"@article{Romancini2017, title={Bibliometrics in (and beyond) research evaluation}, author={Romancini, Richard}, journal={EM QUESTAO}, volume={23}, issue={3}, pages={300-305}, issn={1807-8893}, doi={10.19132/1808-5245233.300-305}, }";"Romancini, AUTHOR Richard AUTHOR (2017). DATE “Bibliometrics TITLE in TITLE (and TITLE beyond) TITLE research TITLE evaluation”. TITLE In: BOOKTITLE EM BOOKTITLE QUESTAO BOOKTITLE 23.3, VOLUME pp. PAGES 300–305. PAGES issn: VOLUME 1807-8893. PAGES doi: NOTES 10.19132/1808- PAGES 5245233.300- PAGES 305. PAGES"
"authoryear";"Meadows, J (2005). “A practical line in bibliometrics”. In: INTERLENDING & DOCUMENT SUPPLY 33.2, pp. 90–94. issn: 0264-1615. doi: 10.1108/02641050602628.";"@article{meadows2005practical,   author    = {J Meadows},   title     = {A practical line in bibliometrics},   journal   = {Interlending \& Document Supply},   year      = {2005},   volume    = {33},   number    = {2},   pages     = {90--94},   issn      = {0264-1615},   doi       = {10.1108/02641050602628} }                                                 ";"@article{Meadows2005, title={A practical line in bibliometrics}, author={Meadows, J}, journal={INTERLENDING & DOCUMENT SUPPLY}, volume={33}, issue({2}), pages={90-94}, issn={0264-1615}, doi={10.1108/02641050602628}, }";"Meadows, AUTHOR J AUTHOR (2005). DATE “A TITLE practical TITLE line TITLE in TITLE bibliometrics”. TITLE In: TITLE INTERLENDING TITLE & JOURNAL DOCUMENT JOURNAL SUPPLY VOLUME 33.2, VOLUME pp. PAGES 90–94. PAGES issn: VOLUME 0264-1615. PAGES doi: NOTES 10.1108/02641050602628. PAGES"
"authoryear";"PHILLIPS, DC and J TURNEY (1988). “BIBLIOMETRICS AND UK SCIENCE POLICY”. In: SCIENTOMETRICS 14.3-4, pp. 185–200. issn: 0138-9130. doi: 10.1007/BF02020074.";"@article{phillips1988bibliometrics, title={Bibliometrics and UK science policy}, author={Phillips, DC and Turney, J}, journal={Scientometrics}, volume={14}, number={3-4}, year={1988}, pages={185--200}, issn={0138-9130}, doi={10.1007/BF02020074} } ";"@article{Phillips1988, title={Bibliometrics and UK science policy}, author={PHILLIPS, DC and J TURNEY}, journal={SCIENTOMETRICS}, volume({14}), pages={185-200}, issn={0138-9130}, doi={10.1007/BF02020074}, }";"PHILLIPS, AUTHOR DC AUTHOR and AUTHOR J AUTHOR TURNEY AUTHOR (1988). DATE “BIBLIOMETRICS TITLE AND AUTHOR UK AUTHOR SCIENCE TITLE POLICY”. JOURNAL In: JOURNAL SCIENTOMETRICS JOURNAL 14.3-4, VOLUME pp. PAGES 185–200. PAGES issn: NOTES 0138-9130. PAGES doi: NOTES 10.1007/BF02020074. PAGES"
"authoryear";"Atkinson, Roger (2012). “Editorial 28(2) Bibliometrics revisited”. In: AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY 28.2, pp. III–V. issn: 1449-3098.";"@article{atkinson2012editorial, title={Editorial 28(2) Bibliometrics revisited}, author={Atkinson, Roger}, journal={Australasian Journal of Educational Technology}, volume={28}, number={2}, year={2012}, pages={III--V}, issn={1449-3098} } ";"@incollection{Atkinson2012, title={Editorial 28(2) Bibliometrics revisited}, author={Atkinson, Roger}, year={2012}, pages={III--V}, issn={1449-3098}, doi={10.1111/j.1600-0536.2008.01405.x} }";"Atkinson, AUTHOR Roger AUTHOR (2012). DATE “Editorial TITLE 28(2) TITLE Bibliometrics TITLE revisited”. TITLE In: TITLE AUSTRALASIAN TITLE JOURNAL JOURNAL OF JOURNAL EDUCATIONAL JOURNAL TECHNOLOGY JOURNAL 28.2, VOLUME pp. PAGES III–V. JOURNAL issn: VOLUME 1449-3098. PAGES"
"authoryear";"Smith, Derek R. (2008). “Bibliometrics, dermatology and contact dermatitis”. In: CONTACT DERMATITIS 59.3, pp. 133–136. issn: 0105-1873. doi: 10.1111/j.1600- 0536.2008.01405.x.";"@article{smith2008bibliometrics, title={Bibliometrics, dermatology and contact dermatitis}, author={Smith, Derek R.}, journal={Contact Dermatitis}, volume={59}, number={3}, year={2008}, pages={133--136}, issn={0105-1873}, doi={10.1111/j.1600-0536.2008.01405.x} } ";"@incollection{Smith2008, title={Bibliometrics, dermatology and contact dermatitis}, author={Smith, Derek R.}, year={2008}, pages={133-136}, issn={0105-1873}, doi={10.1111/j.1600-0536.2008.01405.x} }";"Smith, AUTHOR Derek AUTHOR R. AUTHOR (2008). DATE “Bibliometrics, TITLE dermatology TITLE and TITLE contact TITLE dermatitis”. TITLE In: JOURNAL CONTACT JOURNAL DERMATITIS JOURNAL 59.3, VOLUME pp. PAGES 133–136. PAGES issn: VOLUME 0105-1873. PAGES doi: PAGES 10.1111/j.1600- PAGES 0536.2008.01405.x. PAGES"
"authoryear";"Mokhnacheva, Yulia and Valentina Tsvetkova (2018). “Bibliometrics and modern scientific libraries”. In: NAUCHNYE I TEKHNICHESKIE BIBLIOTEKI-SCIENTIFIC AND TECHNICAL LIBRARIES 6, pp. 51–62. issn: 0130-9765.";"@article{mokhnacheva2018bibliometrics, title={Bibliometrics and modern scientific libraries}, author={Mokhnacheva, Yulia and Tsvetkova, Valentina}, journal={Nauchnye i Tekhnicheskie Biblioteki-Scientific and Technical Libraries}, volume={6}, year={2018}, pages={51--62}, issn={0130-9765} } ";"@incollection{Mokhnacheva2018, title={Bibliometrics and modern scientific libraries}, author={Mokhnacheva, Yulia and Valentina Tsvetkova}, year={2018}, pages={51-62}, issn={0130-9765} }";"Mokhnacheva, AUTHOR Yulia AUTHOR and AUTHOR Valentina AUTHOR Tsvetkova AUTHOR (2018). DATE “Bibliometrics TITLE and TITLE modern TITLE scientific TITLE libraries”. TITLE In: TITLE NAUCHNYE BOOKTITLE I BOOKTITLE TEKHNICHESKIE BOOKTITLE BIBLIOTEKI-SCIENTIFIC JOURNAL AND JOURNAL TECHNICAL JOURNAL LIBRARIES JOURNAL 6, VOLUME pp. PAGES 51–62. PAGES issn: NOTES 0130-9765. PAGES"
"authoryear";"Moppett, I. K. (2010). “Individual bibliometrics in UK anaesthesia”. In: BRITISH JOURNAL OF ANAESTHESIA 105.5. Annual Meeting of the Anaesthetic-Research-Society, Univ Nottingham, Nottingham, ENGLAND, JUL 01-02, 2010, pp. 721–722. issn: 0007-0912.";"@article{moppett2010individual, title={Individual bibliometrics in UK anaesthesia}, author={Moppett, I. K.}, journal={British Journal of Anaesthesia}, volume={105}, number={5}, year={2010}, pages={721--722}, issn={0007-0912} } ";"@incollection{Moppett2010, title={Individual bibliometrics in UK anaesthesia}, author={Moppett, I. K.}, year={2010}, pages={721-722}, issn={0007-0912} }";"Moppett, AUTHOR I. AUTHOR K. AUTHOR (2010). DATE “Individual TITLE bibliometrics TITLE in TITLE UK TITLE anaesthesia”. TITLE In: TITLE BRITISH BOOKTITLE JOURNAL BOOKTITLE OF BOOKTITLE ANAESTHESIA BOOKTITLE 105.5. BOOKTITLE Annual BOOKTITLE Meeting BOOKTITLE of BOOKTITLE the BOOKTITLE Anaesthetic-Research-Society, BOOKTITLE Univ BOOKTITLE Nottingham, LOCATION Nottingham, LOCATION ENGLAND, LOCATION JUL LOCATION 01-02, DATE 2010, DATE pp. PAGES 721–722. PAGES issn: PAGES 0007-0912. PAGES"
"authoryear";"AIYEPEKU, WO (1975). “BIBLIOMETRICS IN INFORMATION-SCIENCE CURRICULA”. In: INFORMATION SCIENTIST 9.1, pp. 29–34.";"@article{aiyepeku1975bibliometrics, title={Bibliometrics in information-science curricula}, author={Aiyepeku, WO}, journal={Information Scientist}, volume={9}, number={1}, year={1975}, pages={29--34} } ";"@incollection{Aiyepku1975, title={Bibliometrics in information-science curricula}, author={AIyepku, WO}, year={1975}, pages={29-34}, issn={0165-5515} }";"AIYEPEKU, AUTHOR WO AUTHOR (1975). DATE “BIBLIOMETRICS TITLE IN AUTHOR INFORMATION-SCIENCE AUTHOR CURRICULA”. AUTHOR In: JOURNAL INFORMATION JOURNAL SCIENTIST JOURNAL 9.1, VOLUME pp. PAGES 29–34. PAGES"
"authoryear";"Bornmann, Lutz and Felix de Moya-Anegon (2019). “Spatial bibliometrics on the city level”. In: JOURNAL OF INFORMATION SCIENCE 45.3, pp. 416–425. issn: 0165-5515. doi: 10.1177/0165551518806119.";"@article{bornmann2019spatial, title={Spatial bibliometrics on the city level}, author={Bornmann, Lutz and de Moya-Anegon, Felix}, journal={Journal of Information Science}, volume={45}, number={3}, year={2019}, pages={416--425}, issn={0165-5515}, doi={10.1177/0165551518806119} } ";"@ARTICLE{Bornmann2019, title={Spatial bibliometrics on the city level}, author={Bornmann, Lutz and Felix de Moya-Anegon}, journal={JOURNAL OF INFORMATION SCIENCE}, volume={45}, issue={3}, pages={416-425}, issn=0165-5515, doi={10.1177/0165551518806119} }";"Bornmann, AUTHOR Lutz AUTHOR and AUTHOR Felix AUTHOR de AUTHOR Moya-Anegon AUTHOR (2019). DATE “Spatial TITLE bibliometrics TITLE on TITLE the TITLE city TITLE level”. TITLE In: TITLE JOURNAL TITLE OF JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL 45.3, VOLUME pp. PAGES 416–425. PAGES issn: VOLUME 0165-5515. PAGES doi: NOTES 10.1177/0165551518806119. PAGES"
"authoryear";"Langheinrich, Marc (2018). “Bibliometrics-Measuring <i>Pervasive</i> <i>Computing’s</i> Impact”. In: IEEE PERVASIVE COMPUTING 17.3, pp. 6–9. issn: 1536-1268. doi: 10.1109/MPRV.2018.03367729.";"@article{langheinrich2018bibliometrics, title={Bibliometrics-Measuring Pervasive Computing’s Impact}, author={Langheinrich, Marc}, journal={IEEE Pervasive Computing}, volume={17}, number={3}, year={2018}, pages={6--9}, issn={1536-1268}, doi={10.1109/MPRV.2018.03367729} } ";"@ARTICLE{Langheinrich2018, title={Bibliometrics-Measuring Pervasive Computing's Impact}, author={Langheinrich, Marc}, journal={IEEE PERVASIVE COMPUTING}, volume={17}, issue={3}, pages={6-9}, issn=1536-1268, doi={10.1109/MPRV.2018.03367729} }";"Langheinrich, AUTHOR Marc AUTHOR (2018). DATE “Bibliometrics-Measuring TITLE <i>Pervasive</i> TITLE <i>Computing’s</i> TITLE Impact”. TITLE In: TITLE IEEE JOURNAL PERVASIVE JOURNAL COMPUTING JOURNAL 17.3, VOLUME pp. PAGES 6–9. PAGES issn: VOLUME 1536-1268. PAGES doi: PAGES 10.1109/MPRV.2018.03367729. PAGES"
"authoryear";"McEnery-Stonelake, Melissa and Jeffrey D. Bernhard (2017). “THE BIBLIOMETRICS OF ITCH: 2017 UPDATE”. In: ACTA DERMATO-VENEREOLOGICA 97.8, p. 1051. issn: 0001-5555.";"@article{mcenerystonelake2017bibliometrics, title={The bibliometrics of itch: 2017 update}, author={McEnery-Stonelake, Melissa and Bernhard, Jeffrey D.}, journal={Acta Dermato-Venereologica}, volume={97}, number={8}, year={2017}, pages={1051}, issn={0001-5555} } ";"@ARTICLE{McEneryStonelake2017, title={THE BIBLIOMETRICS OF ITCH: 2017 UPDATE}, author={McEnery-Stonelake, Melissa and Jeffrey D. Bernhard}, journal={ACTA DERMATO-VENEREOLOGICA}, volume={97}, pages={1051}, issn=0001-5555, doi={10.1177/000155551} }";"McEnery-Stonelake, AUTHOR Melissa AUTHOR and AUTHOR Jeffrey AUTHOR D. AUTHOR Bernhard AUTHOR (2017). DATE “THE TITLE BIBLIOMETRICS TITLE OF TITLE ITCH: TITLE 2017 DATE UPDATE”. TITLE In: TITLE ACTA JOURNAL DERMATO-VENEREOLOGICA JOURNAL 97.8, VOLUME p. PAGES 1051. DATE issn: NOTES 0001-5555. PAGES"
"authoryear";"PAISLEY, W (1989). “BIBLIOMETRICS, SCHOLARLY COMMUNICATION, AND COMMUNICATION-RESEARCH”. In: COMMUNICATION RESEARCH 16.5, pp. 701–717. issn: 0093-6502. doi: 10.1177/009365089016005010.";"@article{paisley1989bibliometrics, title={Bibliometrics, scholarly communication, and communication research}, author={Paisley, W}, journal={Communication Research}, volume={16}, number={5}, year={1989}, pages={701--717}, issn={0093-6502}, doi={10.1177/009365089016005010} } ";"@ARTICLE{PAISLEY1989, title={BIBLIOMETRICS, SCHOLARLY COMMUNICATION, AND COMMUNICATION-RESEARCH}, author={PAISLEY, W}, journal={COMMUNICATION RESEARCH}, volume={16}, issue={5}, pages={701-717}, issn=0093-6502, doi={10.1177/009365089016005010} }";"PAISLEY, AUTHOR W AUTHOR (1989). DATE “BIBLIOMETRICS, TITLE SCHOLARLY TITLE COMMUNICATION, JOURNAL AND AUTHOR COMMUNICATION-RESEARCH”. TITLE In: JOURNAL COMMUNICATION JOURNAL RESEARCH JOURNAL 16.5, VOLUME pp. PAGES 701–717. PAGES issn: NOTES 0093-6502. PAGES doi: NOTES 10.1177/009365089016005010. PAGES"
"authoryear";"LANCASTER, FW and SB ABDULLAH (1992). “SCIENCE AND POLITICS - SOME BIBLIOMETRICS ANALYSIS”. In: SCIENCE INDICATORS FOR DEVELOPING COUNTRIES. Ed. by R Arvanitis and J Gaillard. COLLOQUES ET SEMINAIRES. International Conference on Science Indicators for Developing Countries, UNESCO, PARIS, FRANCE, OCT 15-19, 1990, pp. 319–331. isbn: 2-7099-1082-9.";"@inproceedings{lancaster1992science, title={Science and politics - some bibliometrics analysis}, author={Lancaster, FW and Abdullah, SB}, booktitle={Science Indicators for Developing Countries}, editor={Arvanitis, R and Gaillard, J}, series={Colloques et Seminaires}, year={1992}, pages={319--331}, organization={International Conference on Science Indicators for Developing Countries, UNESCO, Paris, France, Oct 15-19, 1990}, isbn={2-7099-1082-9} } ";"@ARTICLE{LANCASTER1992, title={SCIENCE AND POLITICS - SOME BIBLIOMETRICS ANALYSIS}, author={LANCASTER, FW and SB ABDULLAH}, journal={SCIENCE INDICATORS FOR DEVELOPING COUNTRIES}, pages={319-331}, issn=2-7099-1082-9, doi={10.1177/0270905X} }";"LANCASTER, AUTHOR FW AUTHOR and AUTHOR SB AUTHOR ABDULLAH AUTHOR (1992). DATE “SCIENCE AUTHOR AND AUTHOR POLITICS AUTHOR - AUTHOR SOME AUTHOR BIBLIOMETRICS TITLE ANALYSIS”. TITLE In: TITLE SCIENCE TITLE INDICATORS TITLE FOR JOURNAL DEVELOPING JOURNAL COUNTRIES. JOURNAL Ed. EDITOR by AUTHOR R AUTHOR Arvanitis AUTHOR and AUTHOR J AUTHOR Gaillard. AUTHOR COLLOQUES BOOKTITLE ET BOOKTITLE SEMINAIRES. BOOKTITLE International BOOKTITLE Conference BOOKTITLE on BOOKTITLE Science BOOKTITLE Indicators BOOKTITLE for BOOKTITLE Developing BOOKTITLE Countries, BOOKTITLE UNESCO, BOOKTITLE PARIS, BOOKTITLE FRANCE, BOOKTITLE OCT JOURNAL 15-19, VOLUME 1990, DATE pp. PAGES 319–331. PAGES isbn: LOCATION 2-7099-1082-9. PAGES"
